product_name,product_url,product_price,product_rating,product_shipping,product_reviews,childrens_mask,z_score_price,ear_loops,mask_pack,reusable
W-FIGHT Children Cartoon Anti Ḍụṣṭ ṁọụṫḣ Ḿᾳṥḱ Reusable Ḅṛḙᾁṫẖable Cotton ṁọụṫḣ-ṁụḟḟlѐ,https://www.amazon.com/W-FIGHT-Children-Reusable-%E1%B8%84%E1%B9%9B%E1%B8%99%E1%BE%81%E1%B9%AB%E1%BA%96able-%E1%B9%81%E1%BB%8D%E1%BB%A5%E1%B9%AB%E1%B8%A3-%E1%B9%81%E1%BB%A5%E1%B8%9F%E1%B8%9Fl%D1%90/dp/B088WWMB1W/ref=sr_1_257?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-257,3,NA,Charge,0,1,-1.533610293,0,0,1
KISSBUTY 2 Pack Unisex Black Mask Dust Wind Sun Protective Mask for Adults 3 Layers Cotton (2),https://www.amazon.com/KISSBUTY-Unisex-Protective-Adults-Layers/dp/B085SWX1RD/ref=sr_1_258?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-258,9,3.3,FREE: Orders over $25,226,1,-0.822167156,0,1,0
"50 Pcs Face Masks Disposable, Breathable 3-Layer Safety Masks with Earloop for Adults & Children",https://www.amazon.com/Disposable-Breathable-3-Layer-Earloop-Children/dp/B088B64YY4/ref=sr_1_259?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-259,15,4.7,FREE Shipping,9,1,-0.110724019,1,1,0
"Greatever Dry Snorkel Set,Panoramic Wide View,Anti-Fog Scuba Diving Mask,Easy Breathing and Professional Snorkeling Gear for Adults",https://www.amazon.com/Greatever-Panoramic-Breathing-Professional-Snorkeling/dp/B081SW2T4L/ref=sr_1_260?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-260,NA,4.7,Charge,1250,1,NA,0,0,0
4 PCs Children Face 𝐌𝐚𝐬𝐤 Bandanas With Breathing Valve + 8 Replaceable Filter Cotton Reusable Reusable Face Health Protection Equipment (Multicolor -C),https://www.amazon.com/Breathing-Replaceable-Protection-Equipment-Multicolor/dp/B088RBM13K/ref=sr_1_261?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-261,NA,NA,Charge,0,1,NA,0,1,1
"G-Real 6 Pack Washable Kids' Face Màsc Bandanas with 12Pcs Replaceable Carbon Filter for Kids, Cute Print Protective Anti-Dust Facial Scarf Reusable for Outdoor Occasion",https://www.amazon.com/Washable-Bandanas-Replaceable-Protective-Anti-Dust/dp/B0894RR5D3/ref=sr_1_262?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-262,14,NA,Charge,0,1,-0.229297875,0,1,1
"90MM Adhesive Back Aluminum Strips Nose Wire, Nose Bridge for Mask, Flat Nose Clips Nose Bridge Bracket DIY Wire for Sewing Crafts (200PCS)",https://www.amazon.com/Adhesive-Aluminum-Strips-Bridge-Bracket/dp/B088KPFP8W/ref=sr_1_263?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-263,14,4.3,FREE: Orders over $25,30,1,-0.229297875,0,1,0
"PrintBattle 100% Cotton Washable Reusable Face Covering for Adult - Ultimate Protection from Dust, Aerosols, UV & Elements (Black, 5 PCS)",https://www.amazon.com/PrintBattle-algod%C3%B3n-lavables-reutilizables-adultos/dp/B087V3X538/ref=sr_1_264?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-264,6,2.1,FREE: Orders over $25,108,1,-1.177888725,0,1,1
"CIKIShield Black Cotton, Unisex Face Reusable for Cycling Camping Travel for Kids Teens Men Women, Pack of 6",https://www.amazon.com/CIKIShield-Cotton-Reusable-Cycling-Camping/dp/B07ZNRDRBT/ref=sr_1_265?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-265,26,3.9,FREE Shipping by Amazon,202,1,1.193588399,0,1,1
"[6 PACK]Unisex Sun UV Protection Face Bandana, Reusable Motorcycle Half Mask Scarf Neck Gaiter Balaclava for Men Women",https://www.amazon.com/Protection-Reusable-Motorcycle-Breathable-Balaclava/dp/B087FRV2LB/ref=sr_1_266?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-266,25,4.5,FREE Shipping by Amazon,66,1,1.075014543,0,1,1
2 Pack All-Round Protection Cap Reusable Full Face Lightweight Adjustable Transparent Shield with Clear Film Elastic Band for Cycling Camping Travel for Kids Teens Men Women,https://www.amazon.com/All-Round-Protection-Lightweight-Adjustable-Transparent/dp/B088X1RKX3/ref=sr_1_267?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-267,13,3,FREE: Orders over $25,11,1,-0.347871731,0,1,1
Buttonsmith White Adult Cotton Face Mask - Two Layer Soft T-Shirt Material - Washable - Adult One Size - Made in The USA - Cover Your Nose and Mouth,https://www.amazon.com/Buttonsmith-White-Adult-Cotton-Face/dp/B0886JWK9K/ref=sr_1_268?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-268,14,3.9,FREE: Orders over $25,23,1,-0.229297875,0,0,1
"Children Cotton Face Bandanas Washable Reusable with Breathing Valve + Replaceable Filters Set, Facewear for Kids Boy Girl",https://www.amazon.com/Children-Bandanas-Washable-Breathing-Replaceable/dp/B08938L174/ref=sr_1_269?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-269,16,5,FREE Shipping,1,1,0.007849837,0,0,1
"G2RISE SN01 Full Face Snorkel Mask with Detachable Snorkeling Mount, Anti-Fog and Foldable Design for Adults Kids",https://www.amazon.com/G2RISE-Detachable-Snorkeling-Anti-Fog-Foldable/dp/B07PWVQ7YY/ref=sr_1_270?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-270,24,4.3,FREE: Orders over $25,186,1,0.956440687,0,0,0
"Disposable Face Masks, Pack of 50, Safety Protection with Ear Loops for Home& Office Use, Breathable & Comfortable 3-Ply Filter Mouth Masks by Easy@Home",https://www.amazon.com/Disposable-Protection-Home-Comfortable-Easy/dp/B088FV6RQJ/ref=sr_1_271?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-271,27,4.1,FREE Shipping by Amazon,4,1,1.312162255,1,1,0
"Kids Reusable Breathable Seamless Face Bandanas 1PCS Cartoon with Breathing Valve Dustproof Solid Color,Haze Dust Face Health Washable,with 2PCS Replacement Pad(Blue)",https://www.amazon.com/Reusable-Breathable-Breathing-Dustproof-Replacement/dp/B088ZG5ZGM/ref=sr_1_272?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-272,11,NA,FREE Shipping,0,1,-0.585019444,0,1,1
"4 PCS Adjustable Anti-Slip Mask Ear Grips Extension Hook,Masks Buckle Strap Extender Silicone Comfortable,White Pink Grey Blue for adult kids",https://www.amazon.com/Adjustable-Anti-Slip-Extension-Extender-Comfortable/dp/B087PZ1CCT/ref=sr_1_273?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-273,9,4.1,FREE: Orders over $25,27,1,-0.822167156,0,1,0
SANKELLE Disposable Face Mask 50pcs for Kids,https://www.amazon.com/SANKELLE-Disposable-Face-Mask-50pcs/dp/B089B4KJ7Z/ref=sr_1_274?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-274,39,5,FREE Shipping by Amazon,2,1,2.73504853,0,1,0
"UMYMAYDO1 10PCS Ear Hook Strap Extender Buckles, Silicone Adjustment Anti Tightening Slip Ear Hook Grips Face Protector Help Ear Pain Relieved for Children Adult",https://www.amazon.com/UMYMAYDO1-Extender-Adjustment-Tightening-Protector/dp/B087G5ZCBV/ref=sr_1_275?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-275,9,3.6,FREE: Orders over $25,11,1,-0.822167156,0,1,0
Flytop Bandana Face Mask Head Wear Neck Gaiter Scarf Seamless Balaclava 9 Pieces,https://www.amazon.com/Flytop-Bandana-Gaiter-Seamless-Balaclava/dp/B086MD3K3K/ref=sr_1_276?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-276,22,1.8,FREE: Orders over $25,5,1,0.719292974,0,0,0
3PCS Reusable Cotton 4 Layer Protective Face Protector,https://www.amazon.com/Reusable-Cotton-Layer-Protective-Protector/dp/B086X943JQ/ref=sr_1_277?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-277,17,3.4,FREE: Orders over $25,124,1,0.126423693,0,1,1
PLAZALA Cord Lock 100pcs White Black Soft Plastic Silicone Round Elastic Mask Adjustment Buckle Adult Children Elastic Adjustment Accessories,https://www.amazon.com/PLAZALA-Silicone-Adjustment-Children-Accessories/dp/B086Y94LVW/ref=sr_1_278?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-278,14,3.8,FREE: Orders over $25,36,1,-0.229297875,0,1,0
"HoweNel 3pcs Children's Face màsc Bandanas, with Breathing+ 6 Rerplaced Filter Sheet, Reusable",https://www.amazon.com/HoweNel-Childrens-Bandanas-Breathing-Rerplaced/dp/B088DCFD3T/ref=sr_1_279?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-279,16,5,FREE Shipping,1,1,0.007849837,0,1,1
"WDNMD Mouth Face Protecive Gear for Men, with Breathing Valve with Activated Carbon Filter Replaceable Sheet Face Health",https://www.amazon.com/WDNMD-Protecive-Breathing-Activated-Replaceable/dp/B088LXYC1R/ref=sr_1_280?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-280,11,4,Charge,2,1,-0.585019444,0,0,0
NTBOKW Face Mask for Sun Wind Dust Protection Tube Mask for Men Women Rave Motorcycle Riding Biker Fishing Hunting Festival Outdoor Summer Seamless Bandana Headband Thin 3D Skull Skeleton Flag Camo,https://www.amazon.com/NTBOKW-Protection-Motorcycle-Seamless-Skeleton/dp/B082GQG2CJ/ref=sr_1_281?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-281,10,4.3,FREE: Orders over $25,72,1,-0.7035933,0,0,0
Reusable Face Mask Construction Medium,https://www.amazon.com/Reusable-Face-Mask-Construction-Medium/dp/B0881XNB25/ref=sr_1_282?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-282,9,NA,FREE Shipping,0,1,-0.822167156,0,0,1
Horenme Children Kid Cute Cartoon Printing Cloth ṁɑѕḱ Washable Anti-Pollution ṙѐѕṗ'ṙɑṫọṙ,https://www.amazon.com/Horenme-Children-Printing-Anti-Pollution-%E1%B9%99%D1%90%D1%95%E1%B9%97%E1%B9%99%C9%91%E1%B9%AB%E1%BB%8D%E1%B9%99/dp/B087QHWKDM/ref=sr_1_283?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-283,5,4.3,Charge,3,1,-1.296462581,0,0,1
T&Z Magic Tube Bandana Headwear Seamless Headband Neck Gaiter Face Shield Face Bandanas Elastic Headwear Scarf UV Resistence for Outdoor Motorcycling Riding Running 6 Pack (Light Blue Series),https://www.amazon.com/Headband-Seamless-Resistence-Headwear-Motorcycling/dp/B07X4ZC37F/ref=sr_1_284?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-284,10,4.2,FREE: Orders over $25,153,1,-0.7035933,0,1,0
"3pcs Floral Chiffon Face Shield Mask Scarf Bandana Sun Protection for Women Girls Dust, Pollen (Style12)",https://www.amazon.com/Floral-Chiffon-Bandana-Protection-Style12/dp/B086RSR4FH/ref=sr_1_285?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-285,14,2.6,FREE: Orders over $25,47,1,-0.229297875,0,1,0
"Superhero Masks, Superhero Party Mask, 24Pcs Mask for Kids with 100 Stickers",https://www.amazon.com/Superhero-Masks-Party-24Pcs-Stickers/dp/B07DB72G1K/ref=sr_1_286?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-286,7,4.7,FREE: Orders over $25,70,1,-1.059314869,0,1,0
"Cute Face Bandanas, Washable Face Cotton Kawaii Mouth 8 Pcs for Adults Girls-Black",https://www.amazon.com/Bandanas-Washable-Cotton-Kawaii-Girls-Black/dp/B0881W811M/ref=sr_1_287?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-287,7,2.2,Charge,34,1,-1.059314869,0,1,1
"Tgnazet Full Face Snorkel Mask Kids, 180° Easy Breathe and GoPro Compatible with Anti-Fog & Anti-Leak",https://www.amazon.com/Snorkel-Snorkeling-Children-Anti-Fog-Anti-Leak/dp/B074J91QT1/ref=sr_1_288?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380208&sprefix=children%2Caps%2C205&sr=8-288,27,4.3,FREE Shipping by Amazon,83,1,1.312162255,0,0,0
Cool Unisex Reusable Nose Mouth Face Cover Adjustable Mario-Kart-Digital-Art-Deco- for Mens Womens Girls Boys,https://www.amazon.com/Unisex-Reusable-Adjustable-Mario-Kart-Digital-Art-Deco-Womens/dp/B0894SNS6F/ref=sr_1_289?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-289,NA,NA,Charge,0,1,NA,0,0,1
"ZIPOUTE Snorkel Mask, Foldable Full Face Snorkel Mask with Detachable Camera Mount and Earplugs, 180 Panoramic View Anti-Fog Anti-Leak Snorkeling Mask Full Face for Adults",https://www.amazon.com/ZIPOUTE-Detachable-Panoramic-Anti-Leak-Snorkeling/dp/B085WSWNSL/ref=sr_1_290?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-290,29,5,FREE Shipping by Amazon,56,1,1.549309968,0,0,0
"Kids Face Mask Disposable 50 Pcs/Box | 3PLY Filter Mask | 3 Layer Protective Mask for Face Mouth with Earloop Strap, Adjustable Noseband | Melt-Blown Fabric for Kids Ages 6-12 Yrs Old",https://www.amazon.com/Disposable-Protective-Adjustable-Noseband-Melt-Blown/dp/B087G552GF/ref=sr_1_291?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-291,46,1.5,FREE Shipping by Amazon,2,1,3.565065523,1,1,0
"unik KIDS cloth Face Covering 3 Pack, 2 layers, Cotton, Designer, Washable, Reusable,Multi Pack- SWEETS/DENIM/PIGGY KIDS Size",https://www.amazon.com/unik-Covering-Designer-Washable-Reusable/dp/B088ZPFT9S/ref=sr_1_292?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-292,15,NA,FREE Shipping,0,1,-0.110724019,0,1,1
"Reusable Mouth Mask with Adjustable Elastic Ear Straps, Face Mask for Dust and Travel, Black",https://www.amazon.com/Reusable-Adjustable-Elastic-Straps-Travel/dp/B085FTW21V/ref=sr_1_293?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-293,12,3.3,FREE: Orders over $25,252,1,-0.466445588,0,0,1
2 Pack Cotton Unisex Face Shield with 4 Filters Reusable for Cycling Camping Travel for Kids Teens Men Women,https://www.amazon.com/Cotton-Unisex-Reusable-Cycling-Camping/dp/B08746LLTX/ref=sr_1_294?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-294,12,4.1,FREE: Orders over $25,11,1,-0.466445588,0,1,1
"OUSHU Silicone Mask Strap Extender, Anti-Tightening Mask Holder Hook Ear Strap Accessories Ear Grips Extension Mask Buckle Ear Pain Relieved Colour Random",https://www.amazon.com/OUSHU-Extender-Children-Random-4PCS-Unicorn/dp/B087NQP68G/ref=sr_1_295?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-295,10,4.6,FREE: Orders over $25,17,1,-0.7035933,0,0,0
Pack 3 Dust Mouth Cover - Reusable Cotton Comfy Breathable Material,https://www.amazon.com/Pack-Dust-Mouth-Cover-Breathable/dp/B088D7HG5M/ref=sr_1_296?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-296,15,4.3,FREE: Orders over $25,186,1,-0.110724019,0,1,1
Kids Ski Mask - Winter Face Mask with Hood - Cold Weather Balaclava Snow Mask & Neck Warmer for Boys & Girls,https://www.amazon.com/Kids-Fleece-Winter-Hat-Balaclava/dp/B07DPGF4GV/ref=sr_1_297?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-297,9,4.7,FREE: Orders over $25,482,1,-0.822167156,0,0,0
"Scary Halloween Mask, LED Light up Mask Cosplay, Glowing in The Dark Mask Costume 3 Lighting Modes",https://www.amazon.com/Sago-Brothers-Halloween-Cosplay-Lighting/dp/B07VQSHWCR/ref=sr_1_298?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-298,13,4.3,FREE: Orders over $25,76,1,-0.347871731,0,0,0
"Star Wars Sleep Mask for Kids Men Children - Sleeping mask 100% Soft Cotton - Comfortable Eye Cover for Sleeping Night Cover Blindfold for Travel Airplane Gift (Stormtrooper White, Plastic Pack)",https://www.amazon.com/Star-Wars-Sleep-Children-Blindfold/dp/B07NQNRWM2/ref=sr_1_299?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-299,17,4.6,FREE: Orders over $25,43,1,0.126423693,1,1,0
"30 Pack Unisex Face Shield ，face covering with Comfortable Earloop，Individually Wrapped，Black Cotton, Washable，Reusable Cloth",https://www.amazon.com/covering-Comfortable-Earloop%EF%BC%8CIndividually-Wrapped%EF%BC%8CBlack-Washable%EF%BC%8CReusable/dp/B086TXZ65B/ref=sr_1_300?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-300,16,3.8,FREE: Orders over $25,97,1,0.007849837,1,1,1
Face Mask: How To Make Your Own Medical Face Mask At Home - DIY Homemade Medical Reusable Face Mask - Protect Yourself From Viruses And Infections (Step By Step Guide With Illustrations),https://www.amazon.com/Face-Mask-Homemade-Infections-Illustrations-ebook/dp/B087WVM5MR/ref=sr_1_301?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-301,NA,1,Charge,1,1,NA,0,0,1
"Unigear Full Face Snorkel Mask, Snorkeling Mask Panoramic 180° View, Snorkel Set with Safe Breathing, Anti-Leak&Anti-Fog for Adult by Latest Advanced Safety Breathing System",https://www.amazon.com/Unigear-Snorkel-Safety-Upgraded-Version/dp/B07PCNXN5G/ref=sr_1_302?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-302,30,4.7,FREE Shipping by Amazon,148,1,1.667883824,0,0,0
"2 Pack Kids Neck Gaiters, Unisex Face Scarf For Kids, Kids Face Cover for Outdoors/Festivals/Sports",https://www.amazon.com/Gaiters-Unisex-Outdoors-Festivals-Sports/dp/B0876XH6NX/ref=sr_1_303?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-303,17,5,FREE: Orders over $25,15,1,0.126423693,0,1,0
Weddingstar Protective Face Mask Travel Bag w/Drawstring - Grey,https://www.amazon.com/Weddingstar-Protective-Face-Travel-Drawstring/dp/B088BBM3BY/ref=sr_1_304?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-304,5,NA,FREE: Orders over $25,0,1,-1.296462581,0,0,0
"Aegend 2 Pack Fleece Neck Warmer for Kids (Age 4-12), Black",https://www.amazon.com/aegend-Pack-Fleece-Warmer-Black/dp/B07Z33QGY6/ref=sr_1_305?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-305,19,4.5,FREE: Orders over $25,80,1,0.363571406,0,1,0
LHWY Multifunction Sport Scarves for Women Men Kids 10PCS Reusable Earloop Outdoor Cloth Cover Washable,https://www.amazon.com/LHWY-Multifunction-Anti-dust-Reusable-Multicolor/dp/B087N417Q1/ref=sr_1_306?crid=2XM5SAT5P3J0T&dchild=1&keywords=childrens+face+mask&qid=1592380220&sprefix=children%2Caps%2C205&sr=8-306,17,3.3,Charge,9,1,0.126423693,1,1,1
